m/z,Rel. Intens.
600.45,0.013
605.275,0.031
635.384,0.014
640.424,0.041
667.376,0.025
683.378,0.016
709.387,0.06
733.384,0.025
745.346,0.037
774.385,0.013
825.468,0.029
904.461,0.016
976.497,0.021
983.525,0.01
989.544,0.044
1012.567,0.028
1015.61,0.013
1020.485,0.011
1026.407,0.013
1031.518,0.028
1047.491,0.012
1080.58,0.134
1104.561,0.036
1111.533,0.015
1129.662,0.012
1160.583,0.277
1174.138,0.01
1215.635,0.059
1216.594,0.028
1226.543,1.0
1230.646,0.032
1235.615,0.057
1244.902,0.391
1252.603,0.022
1274.72,0.34
1283.572,0.056
1286.575,0.026
1299.572,0.848
1301.653,0.425
1306.644,0.014
1311.689,0.028
1314.653,0.014
1318.633,0.026
1352.645,0.051
1366.756,0.188
1372.847,0.084
1380.688,0.036
1386.696,0.025
1400.649,0.03
1427.654,0.154
1439.788,0.026
1449.844,0.099
1453.149,0.018
1453.716,0.296
1467.791,0.036
1497.783,0.015
1504.674,0.197
1529.719,0.014
1550.725,0.105
1590.759,0.022
1591.846,0.038
1612.786,0.115
1641.874,0.619
1645.818,0.055
1650.864,0.09
1670.903,0.022
1687.64,0.032
1706.931,0.073
1709.134,0.15
1716.865,0.169
1723.973,0.716
1742.812,0.016
1752.964,0.224
1815.873,0.31
1855.973,0.057
1876.004,0.047
1878.012,0.037
1882.944,0.121
1898.069,0.036
1899.043,0.029
1912.995,0.039
1927.959,0.068
1963.947,0.028
2016.102,0.454
2030.06,0.022
2037.106,0.099
2070.171,0.021
2075.189,0.021
2081.078,0.484
2084.078,0.123
2090.118,0.11
2097.059,0.019
2146.087,0.02
2148.08,0.063
2178.01,0.043
2190.178,0.031
2202.157,0.049
2258.295,0.015
2296.228,0.038
2350.174,0.019
2381.317,0.024
2385.307,0.027
2427.541,0.015
2451.297,0.234
2485.19,0.052
2513.408,0.033
2579.44,0.013
2607.264,0.012
2612.305,0.012
2618.38,0.095
2645.521,0.098
2872.652,0.018
2887.695,0.03
2911.108,0.0090
2926.888,0.061
2959.849,0.025
2967.674,0.017
2982.651,0.1
3032.803,0.049
3140.79,0.019
3153.809,0.014
3180.898,0.023
3183.084,0.017
3236.114,0.014
3237.942,0.04
3260.02,0.016
3292.95,0.023
3451.272,0.011
