m/z,Rel. Intens.
600.412,0.019
605.224,0.158
618.403,0.026
640.378,0.021
667.357,0.051
683.347,0.023
685.363,0.024
707.35,0.035
709.369,0.187
711.395,0.03
723.337,0.024
725.355,0.074
733.363,0.068
745.334,0.035
749.351,0.061
758.537,0.044
782.523,0.02
784.549,0.013
817.476,0.013
825.448,0.08
904.452,0.029
976.488,0.018
989.55,0.022
991.628,0.019
1015.599,0.026
1020.476,0.045
1080.562,0.104
1104.541,0.012
1111.52,0.02
1153.548,0.012
1156.643,0.023
1160.56,0.036
1168.534,0.098
1199.62,0.017
1215.617,0.056
1226.522,0.376
1235.596,0.031
1244.8,0.346
1252.576,0.028
1255.548,0.012
1274.692,0.413
1282.524,0.027
1283.522,0.036
1284.724,0.018
1286.561,0.019
1299.541,1.0
1301.629,0.198
1311.672,0.015
1314.646,0.016
1318.607,0.03
1320.567,0.018
1352.627,0.076
1366.736,0.511
1372.779,0.064
1380.67,0.114
1386.652,0.015
1400.633,0.014
1427.62,0.212
1433.665,0.022
1439.754,0.013
1453.675,0.187
1467.769,0.052
1490.696,0.085
1494.823,0.039
1529.698,0.16
1552.649,0.02
1579.785,0.013
1590.969,0.023
1612.731,0.05
1641.813,0.059
1650.817,0.053
1687.548,0.019
1708.105,0.076
1710.068,0.056
1716.818,0.687
1723.918,0.894
1752.904,0.063
1815.812,0.12
1833.848,0.054
1877.969,0.028
1882.882,0.211
1898.949,0.016
1913.903,0.022
1927.895,0.042
1938.815,0.04
1963.872,0.043
1994.973,0.048
2016.025,0.577
2017.979,0.202
2028.95,0.017
2037.032,0.071
2080.988,0.384
2083.982,0.1
2147.02,0.104
2185.004,0.014
2190.082,0.038
2192.963,0.02
2228.114,0.051
2258.237,0.044
2295.105,0.02
2385.229,0.027
2407.146,0.012
2443.195,0.011
2446.257,0.028
2451.193,0.264
2485.113,0.011
2513.289,0.024
2550.233,0.028
2607.111,0.011
2612.186,0.033
2618.253,0.018
2645.373,0.114
2873.379,0.01
2888.345,0.023
2926.616,0.043
2959.563,0.015
2967.492,0.013
2982.423,0.113
3032.5,0.018
3139.543,0.017
3153.512,0.034
3211.554,0.0080
3236.693,0.031
3259.736,0.011
3277.567,0.0060
3292.605,0.064
