m/z,Rel. Intens.
600.456,0.019
605.266,0.113
635.372,0.029
640.42,0.022
667.369,0.029
683.371,0.026
709.382,0.132
711.407,0.02
733.371,0.039
758.507,0.018
774.388,0.029
783.428,0.016
817.466,0.018
825.454,0.073
871.487,0.026
976.495,0.032
989.529,0.036
1012.557,0.02
1015.604,0.079
1020.483,0.014
1031.5,0.027
1033.515,0.016
1039.6,0.017
1041.611,0.015
1080.565,0.111
1104.538,0.025
1112.62,0.018
1157.606,0.015
1199.61,0.017
1215.625,0.189
1226.527,0.58
1235.579,0.048
1244.843,0.365
1252.567,0.02
1263.677,0.055
1264.606,0.035
1274.712,0.605
1283.553,0.247
1286.564,0.039
1299.55,0.559
1301.635,0.285
1303.614,0.107
1313.672,0.023
1318.606,0.038
1352.641,0.102
1366.753,0.881
1372.829,0.095
1380.665,0.068
1411.656,0.044
1427.624,0.135
1439.77,0.022
1449.77,0.033
1453.7,0.338
1467.766,0.031
1494.831,0.057
1497.772,0.026
1504.653,0.031
1529.708,0.055
1552.681,0.025
1592.028,0.066
1612.745,0.067
1641.835,0.034
1650.828,0.026
1687.59,0.058
1694.76,0.065
1706.909,0.053
1709.111,0.234
1716.849,0.418
1723.948,1.0
1752.913,0.025
1815.839,0.121
1882.928,0.382
1886.75,0.026
1913.116,0.019
1927.923,0.045
1938.86,0.021
2016.064,0.401
2017.988,0.17
2028.979,0.022
2037.071,0.04
2081.033,0.393
2084.016,0.08
2147.047,0.251
2190.121,0.028
2228.172,0.086
2258.254,0.018
2265.084,0.023
2296.155,0.016
2385.196,0.025
2428.047,0.017
2436.333,0.018
2443.226,0.019
2451.248,0.446
2513.301,0.015
2607.325,0.032
2613.219,0.013
2645.448,0.222
2888.51,0.01
2982.452,0.013
3032.622,0.058
3140.646,0.018
3153.644,0.01
3210.826,0.0070
3212.592,0.01
3236.91,0.031
3259.924,0.044
3292.752,0.051
