m/z,Rel. Intens.
605.251,0.249
607.323,0.032
635.353,0.027
640.391,0.023
667.367,0.064
683.355,0.034
685.365,0.023
707.346,0.021
709.371,0.211
725.345,0.018
731.346,0.018
733.368,0.07
745.336,0.025
758.528,0.127
760.563,0.016
774.374,0.017
782.519,0.057
784.541,0.029
806.532,0.033
825.45,0.035
871.479,0.02
976.483,0.026
983.484,0.015
989.528,0.027
991.583,0.036
1015.59,0.142
1031.505,0.021
1080.55,0.061
1104.532,0.024
1215.609,0.117
1226.515,0.557
1235.553,0.048
1244.808,0.382
1263.641,0.046
1274.696,0.831
1283.541,0.258
1286.57,0.021
1299.528,0.596
1301.627,0.201
1303.587,0.049
1311.66,0.016
1352.621,0.062
1366.733,0.784
1372.78,0.068
1380.668,0.026
1411.638,0.038
1427.623,0.108
1439.751,0.017
1449.731,0.032
1453.68,0.328
1467.762,0.029
1494.813,0.039
1497.731,0.031
1504.644,0.037
1529.683,0.034
1550.686,0.018
1552.668,0.031
1591.945,0.048
1612.749,0.044
1641.828,0.036
1650.819,0.018
1687.544,0.041
1694.741,0.044
1706.916,0.052
1709.078,0.201
1716.823,0.328
1723.932,1.0
1752.904,0.031
1815.822,0.116
1882.915,0.67
1887.752,0.021
1913.017,0.022
1927.916,0.056
2016.046,0.503
2028.988,0.025
2032.994,0.025
2037.045,0.058
2069.139,0.026
2081.02,0.565
2084.004,0.118
2147.033,0.438
2190.1,0.044
2228.157,0.124
2265.055,0.036
2296.18,0.023
2381.334,0.018
2436.321,0.029
2451.242,0.727
2551.277,0.018
2592.399,0.016
2604.573,0.018
2607.322,0.058
2613.214,0.019
2619.264,0.016
2630.482,0.017
2645.452,0.331
2671.401,0.015
2888.437,0.011
2959.648,0.011
2982.52,0.014
3032.645,0.089
3139.839,0.012
3153.605,0.01
3210.689,0.011
3212.794,0.011
3237.01,0.029
3259.891,0.073
3292.825,0.034
3293.829,0.024
