m/z,Rel. Intens.
656.133,0.923
672.041,0.048
673.32,0.055
678.062,0.023
687.356,0.015
695.296,0.02
696.372,0.016
702.97,0.032
704.315,0.02
709.337,0.046
774.335,0.142
781.391,0.091
783.347,0.045
799.437,0.176
805.36,0.029
812.402,0.022
817.443,0.026
824.302,0.016
825.395,0.045
831.37,0.017
836.337,0.02
867.01,0.021
869.463,0.105
871.443,0.107
873.381,0.078
894.446,0.05
898.361,0.059
904.409,0.014
920.375,0.022
972.426,0.015
975.44,0.013
976.454,0.019
983.452,0.096
989.486,0.038
1008.502,0.072
1012.508,0.191
1031.45,0.09
1034.467,0.042
1075.464,0.019
1080.527,0.208
1102.514,0.017
1104.494,0.025
1112.614,0.021
1113.374,0.013
1152.53,0.023
1156.598,0.099
1157.535,0.093
1160.51,0.07
1174.531,0.013
1178.608,0.06
1192.482,0.031
1196.51,0.08
1199.579,0.209
1215.566,0.04
1218.512,0.041
1221.589,0.117
1226.463,0.166
1230.613,0.021
1235.515,0.086
1252.593,0.023
1257.588,0.02
1260.43,0.022
1283.492,0.095
1284.696,0.068
1286.493,0.035
1301.573,0.296
1306.716,0.074
1308.496,0.02
1311.63,0.017
1352.572,0.014
1363.584,0.021
1366.68,0.144
1380.618,0.017
1386.648,0.021
1401.588,0.012
1408.636,0.016
1411.584,0.024
1422.57,0.012
1439.676,0.028
1440.586,0.035
1443.652,0.021
1453.609,0.013
1488.61,0.159
1494.768,0.016
1550.638,0.024
1612.707,0.025
1716.77,1.0
1723.85,0.02
1738.748,0.054
1752.856,0.04
1815.758,0.014
1858.761,0.021
1882.823,0.095
1906.763,0.03
1912.861,0.018
1928.782,0.026
1963.826,0.018
2011.883,0.036
2015.972,0.147
2032.915,0.027
2036.966,0.019
2075.909,0.041
2080.931,0.08
2097.9,0.02
2136.924,0.022
2146.942,0.026
2154.967,0.042
2177.947,0.026
2184.985,0.013
2202.008,0.02
2248.0,0.018
2279.029,0.064
2296.029,0.062
2318.015,0.015
2350.024,0.095
2356.1,0.01
2372.0,0.157
2380.079,0.011
2386.152,0.012
2407.117,0.093
2451.131,0.042
2502.121,0.0070
2535.193,0.023
2645.291,0.01
2966.33,0.0050
