m/z,Rel. Intens.
617.721,0.015
656.133,0.777
672.043,0.042
672.405,0.025
673.328,0.106
678.075,0.019
687.352,0.023
695.284,0.057
699.351,0.024
702.981,0.017
704.323,0.022
709.336,0.028
714.389,0.026
774.345,0.226
781.384,0.182
799.446,0.288
803.357,0.023
805.367,0.082
812.405,0.03
817.44,0.043
821.426,0.038
824.309,0.031
825.408,0.061
831.37,0.036
836.364,0.02
847.377,0.016
853.385,0.025
869.466,0.163
871.452,0.11
873.398,0.103
894.453,0.088
896.389,0.017
898.383,0.036
904.418,0.02
912.447,0.016
920.381,0.028
972.448,0.016
976.454,0.028
983.468,0.153
989.496,0.043
1008.509,0.133
1012.525,0.275
1031.468,0.145
1034.478,0.072
1052.446,0.019
1074.449,0.02
1080.538,0.261
1102.505,0.023
1104.51,0.042
1112.611,0.03
1114.462,0.023
1152.547,0.031
1156.62,0.152
1157.587,0.182
1161.53,0.018
1167.589,0.014
1174.548,0.031
1178.62,0.195
1180.537,0.022
1196.521,0.1
1199.594,0.247
1215.571,0.042
1218.518,0.085
1221.594,0.267
1226.484,0.179
1235.528,0.091
1237.567,0.021
1243.558,0.022
1252.631,0.048
1257.594,0.028
1260.448,0.045
1283.505,0.103
1284.701,0.156
1286.521,0.029
1301.586,0.318
1306.714,0.233
1308.522,0.033
1323.574,0.022
1352.583,0.022
1363.592,0.016
1366.692,0.137
1380.612,0.019
1386.636,0.024
1388.664,0.013
1408.634,0.022
1411.611,0.016
1422.602,0.017
1439.7,0.037
1443.655,0.014
1453.624,0.014
1488.627,0.095
1494.775,0.017
1612.701,0.017
1634.692,0.014
1670.699,0.011
1716.773,1.0
1723.857,0.021
1738.741,0.103
1752.86,0.016
1815.745,0.013
1858.754,0.015
1882.807,0.053
1906.735,0.021
1912.849,0.013
1928.764,0.026
2011.879,0.02
2015.956,0.108
2032.904,0.015
2037.952,0.02
2075.881,0.023
2080.905,0.041
2097.871,0.015
2136.892,0.011
2146.902,0.013
2154.941,0.026
2177.922,0.021
2184.928,0.016
2201.962,0.0090
2246.935,0.011
2247.978,0.0080
2279.001,0.054
2295.979,0.047
2318.979,0.01
2349.948,0.085
2371.958,0.164
2385.087,0.0080
2393.935,0.0070
2407.062,0.076
2451.075,0.019
2535.131,0.016
2645.22,0.0070
2966.193,0.0030
