m/z,Rel. Intens.
656.198,1.0
659.489,0.09
672.087,0.031
673.366,0.039
678.137,0.033
703.023,0.042
709.377,0.169
733.357,0.033
758.54,0.047
774.371,0.152
780.535,0.056
781.445,0.112
782.564,0.052
783.398,0.042
799.479,0.443
805.417,0.04
806.552,0.031
808.551,0.034
817.477,0.059
821.456,0.061
825.451,0.104
869.503,0.096
871.49,0.162
873.426,0.048
894.487,0.044
904.442,0.036
976.495,0.034
983.495,0.161
989.532,0.058
1008.544,0.236
1012.555,0.24
1031.502,0.143
1034.514,0.038
1053.491,0.021
1075.509,0.025
1080.579,0.313
1102.55,0.025
1104.547,0.037
1112.654,0.057
1114.516,0.023
1152.594,0.053
1156.66,0.076
1157.621,0.145
1160.566,0.054
1167.626,0.019
1174.589,0.023
1178.654,0.072
1192.543,0.051
1194.593,0.032
1199.627,0.099
1215.628,0.053
1218.562,0.028
1221.63,0.093
1226.525,0.131
1230.662,0.037
1235.568,0.146
1252.664,0.044
1260.49,0.047
1283.546,0.124
1284.729,0.098
1285.763,0.071
1301.639,0.533
1306.752,0.146
1323.608,0.033
1352.646,0.027
1358.645,0.017
1363.639,0.041
1366.738,0.148
1380.667,0.019
1386.69,0.027
1402.672,0.017
1408.699,0.022
1411.66,0.025
1439.755,0.033
1441.66,0.02
1443.718,0.022
1453.692,0.038
1467.766,0.024
1488.682,0.116
1494.836,0.04
1590.778,0.023
1679.753,0.017
1716.853,0.84
1720.321,0.023
1723.933,0.105
1738.825,0.062
1752.942,0.028
1773.877,0.019
1815.843,0.022
1858.866,0.016
1882.923,0.14
1906.863,0.027
1928.868,0.03
2011.993,0.075
2016.076,0.215
2033.027,0.04
2038.07,0.036
2076.011,0.015
2081.033,0.093
2147.044,0.06
2155.082,0.034
2177.055,0.016
2185.066,0.035
2202.095,0.013
2225.107,0.013
2248.132,0.023
2279.14,0.053
2296.154,0.09
2318.125,0.021
2350.141,0.084
2372.117,0.202
2407.234,0.122
2451.248,0.029
2535.318,0.044
2601.345,0.0090
2645.437,0.0090
2918.491,0.01
2940.394,0.0060
2966.449,0.01
2988.423,0.0070
