m/z,Rel. Intens.
656.201,1.0
659.501,0.16
672.087,0.05
673.4,0.053
703.04,0.051
709.394,0.195
733.388,0.056
758.529,0.051
774.407,0.264
781.462,0.193
783.454,0.059
799.503,0.531
805.45,0.082
808.571,0.042
817.502,0.074
821.482,0.068
825.47,0.172
869.535,0.135
871.509,0.2
873.454,0.084
894.498,0.063
904.467,0.055
976.518,0.066
983.528,0.202
989.568,0.101
1008.577,0.228
1012.595,0.269
1031.53,0.177
1034.542,0.05
1080.605,0.345
1104.58,0.046
1112.677,0.077
1152.625,0.06
1156.685,0.085
1157.649,0.171
1160.607,0.061
1178.682,0.073
1192.586,0.078
1194.623,0.061
1196.603,0.037
1199.661,0.127
1215.669,0.077
1218.597,0.038
1221.672,0.097
1226.566,0.213
1230.677,0.032
1235.607,0.246
1252.71,0.057
1260.527,0.064
1283.634,0.157
1284.798,0.143
1301.685,0.707
1303.696,0.09
1306.786,0.149
1308.666,0.036
1323.669,0.035
1352.703,0.034
1363.698,0.063
1366.798,0.173
1386.712,0.04
1408.739,0.036
1411.709,0.044
1439.834,0.035
1440.75,0.066
1453.737,0.053
1467.802,0.03
1488.738,0.156
1494.884,0.035
1716.924,0.988
1724.0,0.117
1738.891,0.052
1752.988,0.032
1815.934,0.033
1858.902,0.032
1882.992,0.171
1884.928,0.053
1906.908,0.042
1928.944,0.039
2012.078,0.103
2016.16,0.246
2033.1,0.052
2037.139,0.047
2076.063,0.032
2081.109,0.126
2147.128,0.091
2155.164,0.051
2185.165,0.047
2248.197,0.041
2279.242,0.061
2294.253,0.039
2296.227,0.113
2319.188,0.029
2350.19,0.111
2372.218,0.186
2407.32,0.129
2451.346,0.042
2513.361,0.016
2535.421,0.047
2645.517,0.017
2918.528,0.017
2966.507,0.015
2988.538,0.0080
3175.576,0.0060
