m/z,Rel. Intens.
656.198,0.706
659.493,0.075
672.074,0.03
673.36,0.053
678.124,0.03
703.001,0.029
709.366,0.204
733.356,0.046
758.532,0.075
760.561,0.033
774.369,0.196
780.537,0.066
781.436,0.113
782.55,0.086
783.385,0.073
784.554,0.029
799.474,0.412
804.536,0.039
805.425,0.035
806.552,0.038
808.557,0.048
812.435,0.024
817.473,0.056
821.459,0.046
824.338,0.031
825.442,0.131
869.495,0.101
871.48,0.181
873.407,0.058
894.466,0.038
898.392,0.021
904.436,0.036
976.492,0.046
983.481,0.164
989.529,0.081
1008.531,0.211
1012.547,0.259
1031.501,0.153
1034.494,0.04
1075.498,0.027
1080.558,0.311
1102.545,0.025
1104.523,0.043
1112.64,0.059
1114.467,0.02
1152.581,0.051
1156.637,0.089
1157.607,0.135
1160.545,0.066
1174.568,0.02
1178.638,0.073
1192.524,0.044
1194.554,0.05
1196.553,0.039
1199.616,0.143
1215.607,0.064
1218.545,0.018
1221.612,0.063
1226.503,0.195
1230.654,0.046
1235.538,0.158
1252.65,0.041
1257.603,0.02
1260.455,0.045
1263.605,0.022
1283.565,0.121
1284.756,0.14
1286.577,0.032
1301.611,0.6
1303.646,0.068
1306.723,0.082
1323.587,0.035
1352.619,0.029
1363.62,0.035
1366.726,0.156
1380.656,0.02
1386.658,0.03
1408.68,0.024
1411.629,0.038
1439.768,0.02
1440.677,0.046
1443.712,0.025
1453.663,0.042
1467.727,0.019
1488.65,0.161
1494.811,0.047
1590.756,0.021
1709.009,0.018
1716.828,1.0
1719.207,0.06
1723.906,0.103
1738.8,0.058
1752.905,0.03
1815.828,0.019
1858.826,0.023
1882.89,0.174
1884.819,0.04
1906.814,0.044
1928.832,0.033
1963.94,0.018
2011.963,0.101
2016.041,0.26
2032.993,0.044
2037.049,0.044
2074.971,0.022
2081.0,0.122
2147.012,0.089
2155.05,0.044
2185.039,0.032
2202.077,0.017
2248.098,0.028
2279.103,0.053
2294.179,0.023
2296.109,0.107
2318.079,0.024
2350.095,0.127
2372.074,0.203
2407.195,0.124
2451.212,0.045
2513.307,0.013
2535.274,0.051
2602.297,0.0090
2645.401,0.017
2918.442,0.014
2940.432,0.0060
2959.604,0.0060
2966.436,0.016
2988.377,0.0090
